CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPSU4847,DESEMBOCADURA RIO VERDE1,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-97,78680","15,98629",2012-2021,<2,Excelente,"33,5",Aceptable,101,Aceptable,930,Aceptable,1200,Fuertemente contaminada,"25,5",Excelente,"62,25",Buena calidad,"64,1",Buena calidad,96,Excelente,95,Excelente,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"E_COLI,",SI,SI,SI,SI,NO,SI,SI,SI,COSTERO
OCPSU4848,DESEMBOCADURA RIO VERDE2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,TRANSICION RIO - MAR,LÓTICO - COSTERO,ESTUARIO,"-97,78974","15,98525",2012-2021,<2,Excelente,"35,71",Aceptable,"212,22",Contaminada,430,Aceptable,2400,Fuertemente contaminada,"16,25",Excelente,73,Excelente,"68,35",Buena calidad,"98,3",Excelente,"98,55",Excelente,<1,No Toxico,<1,No Toxico,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"SST,E_COLI,",SI,SI,NO,SI,NO,SI,SI,SI,COSTERO
OCPSU4848M1,SAN ANTONIO DE LA CAL 2,PACIFICO SUR,OAXACA,SAN ANTONIO DE LA CAL,RÍO ATOYAC-SALADO,RIO SALADO,LÓTICO,RÍO,"-96,71050","17,02857",2012-2021,250,Fuertemente contaminada,"682,525",Fuertemente contaminada,"189,805",Contaminada,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,<10,Fuertemente contaminada,,,,,,,"5,1",Toxicidad alta,"130,0",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,",NO,NO,NO,NO,NO,ND,NO,NO,LOTICO
OCPSU4849,RIO VERDE 1,PACIFICO SUR,OAXACA,SANTIAGO JAMILTEPEC,RÍO VERDE,RIO VERDE,LÓTICO,RÍO,"-97,73634","16,08252",2012-2021,"3,25",Buena calidad,"36,75",Aceptable,90,Aceptable,2250,Contaminada,580,Aceptable,,,68,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4849M1,RIO QUIECHAPA,PACIFICO SUR,OAXACA,SAN PEDRO TOTOLÁPAM,RÍO SAN ANTONIO,RIO,LÓTICO,RÍO,"-96,09964","16,65528",2012-2021,<2,Excelente,"25,96",Aceptable,61,Buena calidad,1215,Contaminada,230,Buena calidad,,,59,Buena calidad,,,,,,,"2,8",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4850,CORTINA PRESA DERIVADORA (ANTES PUENTE CARRETERO),PACIFICO SUR,OAXACA,SANTIAGO JAMILTEPEC,RÍO VERDE,RIO VERDE,LÓTICO (HUMEDAL),RÍO,"-97,73271","16,10805",2012-2021,<2,Excelente,"32,14",Aceptable,112,Aceptable,1200,Contaminada,390,Buena calidad,,,66,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4851,PUENTE CARRETERO,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,RIO ATOYAC,LÓTICO (HUMEDAL),RÍO,"-97,73643","16,16348",2012-2021,"2,32",Excelente,35,Aceptable,"114,5",Aceptable,1500,Contaminada,210,Buena calidad,,,"61,8",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4852,RIO VERDE 2,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,RIO VERDE,LÓTICO,RÍO,"-97,69370","16,21634",2012-2021,"5,7",Buena calidad,"42,685",Contaminada,43,Buena calidad,84,Excelente,"53,5",Excelente,,,"66,35",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4852M1,RIO VERDE 2 CHARCO REDONDO,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,RIO VERDE,LÓTICO,RÍO,"-97,75103","16,03942",2012-2021,<2,Excelente,"27,32",Aceptable,98,Aceptable,2765,Contaminada,590,Aceptable,,,59,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4853,PUENTE SAN LORENZO-HUAXPALTEPEC,PACIFICO SUR,OAXACA,SAN ANDRÉS HUAXPALTEPEC,RÍO LA ARENA 1,RIO DE LA ARENA,LÓTICO,RÍO,"-97,88041","16,37979",2012-2021,<2,Excelente,"26,77",Aceptable,19,Excelente,3500,Contaminada,1300,Fuertemente contaminada,,,"59,9",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4854,PUENTE CARRETERO RIO DE LA ARENA,PACIFICO SUR,OAXACA,SANTIAGO PINOTEPA NACIONAL,RÍO LA ARENA 1,RIO DE LA ARENA,LÓTICO,RÍO,"-98,01303","16,32931",2012-2021,<2,Excelente,"33,4",Aceptable,"25,5",Buena calidad,24000,Fuertemente contaminada,11000,Fuertemente contaminada,,,"64,3",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4855,COLLANTES,PACIFICO SUR,OAXACA,SANTIAGO PINOTEPA NACIONAL,RÍO LA ARENA 2,RIO DE LA ARENA,LÓTICO,RÍO,"-97,96816","16,17656",2012-2021,<2,Excelente,"27,23",Aceptable,"26,5",Buena calidad,4600,Contaminada,1500,Fuertemente contaminada,,,58,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4856,SANTA MARIA COLOTEPEC,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO COLOTEPEC 1,RIO COLOTEPEC,LÓTICO,RÍO,"-96,94879","15,89748",2012-2021,<2,Excelente,"28,9",Aceptable,49,Buena calidad,3500,Contaminada,2100,Fuertemente contaminada,,,"63,4",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4857,MALUCANO,PACIFICO SUR,OAXACA,SANTA MARÍA COLOTEPEC,RÍO COLOTEPEC 2,RIO COLOTEPEC,LÓTICO,RÍO,"-97,02624","15,85236",2012-2021,<2,Excelente,"25,2",Aceptable,39,Buena calidad,930,Aceptable,430,Buena calidad,,,"63,6",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4858,RIO VERDE 8,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO VERDE,RIO VERDE,LÓTICO,RÍO,"-97,71699","16,18742",2012-2021,"2,5",Excelente,"28,89",Aceptable,"184,44",Contaminada,2100,Contaminada,750,Aceptable,,,65,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,ND,SI,SI,LOTICO
OCPSU4858M1,TLACOLULA,PACIFICO SUR,OAXACA,TLACOLULA DE MATAMOROS,RÍO ATOYAC-SALADO,RIO SALADO,LÓTICO,RIO,"-96,48619","16,95397",2012-2021,"46,67",Contaminada,"108,56",Contaminada,"159,26",Contaminada,24000,Fuertemente contaminada,24000,Fuertemente contaminada,,,"44,6",Aceptable,,,,,,,"4,5",Toxicidad moderada,"21,2",Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,TOX_L,",NO,NO,NO,NO,NO,ND,SI,NO,LOTICO
OCPSU4860,LAGUNA PASTORIA 1,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC,RÍO SAN FRANCISCO,LAGUNA DE PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,58874","16,01280",2012-2021,,,,,"39,25",Buena calidad,3,Excelente,,,<3,Excelente,,,"58,35",Buena calidad,96,Excelente,97,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4860M1,LAGUNA PASTORIA 1,PACIFICO SUR,OAXACA,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,Río San Francisco,LAGUNA DE PASTORIA,COSTERO (HUMEDAL),LAGUNA,"-97,60128","16,00980",2012-2021,,,,,"58,4615",Buena calidad,<3,Excelente,,,10,Excelente,,,"53,2",Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,LENTICO
OCPSU4861,LAGUNA EL CORRALERO,PACIFICO SUR,OAXACA,SANTIAGO PINOTEPA NACIONAL,LAGUNA DE CORRALERO,OCEANO PACIFICO,COSTERO,LAGUNA,"-98,18968","16,23391",2012-2021,,,,,34,Buena calidad,<3,Excelente,,,<3,Excelente,,,"63,9",Buena calidad,"58,6",Buena calidad,"74,45",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4862,DESEMBOCADURA LAGUNA EL CORRALERO,PACIFICO SUR,OAXACA,SANTIAGO PINOTEPA NACIONAL,LAGUNA DE CORRALERO,TRANSICION RIO - MAR,LÓTICO - COSTERO,OCÉANO-MAR,"-98,18649","16,21390",2012-2021,,,,,25,Excelente,<3,Excelente,,,10,Excelente,,,"69,9",Buena calidad,"71,5",Excelente,"78,75",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4863,RIO VERDE 9,PACIFICO SUR,OAXACA,SAN MATEO SINDIHUI,RÍO SORDO-YOLOTEPEC,RIO VERDE,LÓTICO,RÍO,"-97,39417","16,96682",2012-2021,"2,4",Excelente,"31,66",Aceptable,55,Buena calidad,430,Aceptable,210,Buena calidad,,,66,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4864,RIO VERDE REFERENCIA,PACIFICO SUR,OAXACA,SAN MATEO SINDIHUI,RÍO SORDO-YOLOTEPEC,RIO VERDE,LÓTICO,RÍO,"-97,36393","17,04045",2012-2021,<2,Excelente,"28,485",Aceptable,28,Buena calidad,255,Aceptable,210,Buena calidad,,,"58,15",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU4866,RIO ATOYAC 4,PACIFICO SUR,OAXACA,LA COMPAÑÍA,RÍO ATOYAC-PASO DE LA REINA,RIO ATOYAC,LÓTICO,RÍO,"-96,80620","16,54560",2012-2021,5,Buena calidad,"31,07",Aceptable,31,Buena calidad,2400,Contaminada,280,Buena calidad,,,"56,3",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4867,RIO ATOYAC 3,PACIFICO SUR,OAXACA,LA COMPAÑÍA,RÍO ATOYAC-PASO DE LA REINA,RIO ATOYAC,LÓTICO,RÍO,"-96,80590","16,54460",2012-2021,"6,09",Aceptable,"32,37",Aceptable,31,Buena calidad,2100,Contaminada,390,Buena calidad,,,"58,9",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4869,RIO ATOYAC 2,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE EJUTLA DE CRESPO,RÍO ATOYAC-PASO DE LA REINA,RIO ATOYAC,LÓTICO,RÍO,"-96,80360","16,46330",2012-2021,"4,535",Buena calidad,"30,325",Aceptable,"22,5",Excelente,2400,Contaminada,1500,Fuertemente contaminada,,,"57,3",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPSU4870,RIO ATOYAC 1,PACIFICO SUR,OAXACA,YOGANA,RÍO ATOYAC-PASO DE LA REINA,RIO ATOYAC,LÓTICO,RÍO,"-96,80530","16,45960",2012-2021,"4,17",Buena calidad,"30,89",Aceptable,22,Excelente,1800,Contaminada,840,Aceptable,,,"58,2",Buena calidad,,,,,,,<1,No Toxico,"4,1",Toxicidad moderada,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPSU4871,AFLUENTE-LAGUNA ORIENTAL,PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO OSTUTA 2,LAGUNA ORIENTAL,COSTERO (HUMEDAL),LAGUNA,"-94,56532","16,28609",2012-2021,,,,,52,Buena calidad,4,Excelente,,,<3,Excelente,,,"95,1",Excelente,"90,6",Excelente,"90,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4872,"SEGMENTO 67, 1 ISA6",PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO LOS PERROS 2,OCEANO PACIFICO,COSTERO,BAHIA,"-94,75093","16,20891",2012-2021,,,,,"65,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"98,245",Excelente,"98,135",Excelente,"85,405",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4873,"SEGMENTO 67, 2 ISA6",PACIFICO SUR,OAXACA,SAN PEDRO TAPANATEPEC,LAGUNA MAR MUERTO A,OCEANO PACIFICO,COSTERO,BAHIA,"-94,00709","16,00524",2012-2021,,,,,67,Buena calidad,<3,Excelente,,,<3,Excelente,,,"81,59",Excelente,"71,47",Excelente,"74,31",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4874,LAGUNA INFERIOR 6,PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO OSTUTA 2,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,59056","16,31486",2012-2021,,,,,"70,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"92,4",Excelente,"89,3",Excelente,"89,05",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4875,LAGUNA INFERIOR 9,PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,61773","16,34511",2012-2021,,,,,"76,5",Aceptable,<3,Excelente,,,<3,Excelente,,,"90,15",Excelente,86,Excelente,"84,215",Excelente,,,,,,,,,"1,8",Toxicidad moderada,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4876,LAGUNA INFERIOR 1,PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,64558","16,35673",2012-2021,,,,,69,Buena calidad,<3,Excelente,,,<3,Excelente,,,"89,2",Excelente,"83,15",Excelente,"75,96",Excelente,,,,,,,,,"1,1",Toxicidad baja,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4877,LAGUNA INFERIOR (GUAMUCHIL),PACIFICO SUR,OAXACA,SAN DIONISIO DEL MAR,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,66776","16,36329",2012-2021,,,,,74,Buena calidad,<3,Excelente,,,<3,Excelente,,,"89,4",Excelente,89,Excelente,80,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4878,LAGUNA INFERIOR 4,PACIFICO SUR,OAXACA,SAN FRANCISCO DEL MAR,RÍO OSTUTA 2,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,62835","16,27241",2012-2021,,,,,"65,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"87,85",Excelente,"87,3",Excelente,"79,95",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4879,BOCABARRA LAGUNA,PACIFICO SUR,OAXACA,SAN DIONISIO DEL MAR,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,81146","16,27418",2012-2021,,,,,64,Buena calidad,<3,Excelente,,,<3,Excelente,,,"91,045",Excelente,89,Excelente,"90,8",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4880,BOCABARRA LAGUNA INFERIOR (GUAMUCHIL),PACIFICO SUR,OAXACA,SAN DIONISIO DEL MAR,RÍO OSTUTA 2,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,74908","16,23213",2012-2021,,,,,"57,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"88,85",Excelente,79,Excelente,"80,935",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4881,LAGUNA ORIENTAL CENTRO,PACIFICO SUR,OAXACA,SAN DIONISIO DEL MAR,RÍO OSTUTA 2,LAGUNA ORIENTAL,COSTERO (HUMEDAL),LAGUNA,"-94,58624","16,25395",2012-2021,,,,,36,Buena calidad,<3,Excelente,,,<3,Excelente,,,"87,6",Excelente,"82,025",Excelente,"80,96",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4882,LAGUNA INFERIOR CENTRO,PACIFICO SUR,OAXACA,SAN DIONISIO DEL MAR,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,72657","16,27569",2012-2021,,,,,"57,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"91,05",Excelente,"89,2",Excelente,"89,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4883,LAGUNA SUPERIOR 7,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO LOS PERROS,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,91077","16,31627",2012-2021,,,,,"70,5",Buena calidad,<3,Excelente,,,<3,Excelente,,,"92,9",Excelente,"92,15",Excelente,"88,9",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4884,LAGUNA SUPERIOR 2,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO LOS PERROS 2,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,95731","16,36563",2012-2021,,,,,66,Buena calidad,<3,Excelente,,,<3,Excelente,,,92,Excelente,"84,45",Excelente,"88,965",Excelente,,,,,,,,,<1,No Toxico,"1,7",Toxicidad moderada,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4885,LAGUNA SUPERIOR 11,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO ESTANCADO,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,91947","16,41899",2012-2021,,,,,95,Aceptable,<3,Excelente,,,<3,Excelente,,,"91,35",Excelente,"90,2",Excelente,"90,83",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4886,LAGUNA SUPERIOR 3,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO ESTANCADO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,88163","16,42114",2012-2021,,,,,"99,5",Aceptable,<3,Excelente,,,<3,Excelente,,,"90,15",Excelente,"89,25",Excelente,"81,975",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4887,LAGUNA SUPERIOR 10,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,82924","16,40099",2012-2021,,,,,77,Aceptable,<3,Excelente,,,<3,Excelente,,,"91,57",Excelente,"87,3",Excelente,97,Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4888,LAGUNA SUPERIOR (SAN DIONICIO DEL MAR),PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO CAZADERO,LAGUNA SUPERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,80738","16,36416",2012-2021,,,,,77,Aceptable,<3,Excelente,,,<3,Excelente,,,"91,52",Excelente,90,Excelente,"98,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU4889,LAGUNA SUPERIOR 8,PACIFICO SUR,OAXACA,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,RÍO CAZADERO,LAGUNA INFERIOR,COSTERO (HUMEDAL),LAGUNA,"-94,77941","16,33453",2012-2021,,,,,70,Buena calidad,<3,Excelente,,,<3,Excelente,,,"90,6",Excelente,"91,5",Excelente,"98,45",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPSU6517,PRESA DE RECARGA,PACIFICO SUR,OAXACA,MAGDALENA OCOTLAN,RÍO ATOYAC-TLAPACOYAN,RIO ATOYAC,LÉNTICO,PRESA,"-96,70023","16,69986",2012-2021,"3,8",Buena calidad,"44,81",Contaminada,"19,5",Excelente,930,Aceptable,430,Buena calidad,,,,,"42,2",Aceptable,,,"40,75",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCPSU6530,Presa el Bayito,PACIFICO SUR,OAXACA,MAGDALENA OCOTLAN,RÍO ATOYAC-TLAPACOYAN,PRESA BAYITO,LÉNTICO,PRESA,"-96,69395","16,68065",2012-2021,"3,67",Buena calidad,"80,38",Contaminada,13,Excelente,,,,,,,,,"42,8",Aceptable,,,"40,4",Aceptable,,,,,<1,No Toxico,<1,No Toxico,,,,,Rojo,"DQO,",SI,NO,SI,ND,ND,ND,SI,SI,LENTICO
OCPYU4891,M1 MANATI,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,"-86,82464","21,21750",2012-2021,,,,,<10,Excelente,8686,Contaminada,,,197,Buena calidad,,,<10,Fuertemente contaminada,<10,Fuertemente contaminada,<10,Fuertemente contaminada,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,OD%M,OD%F,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
OCPYU4892,M2 MANATI,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,"-86,82001","21,22639",2012-2021,,,,,"34,6154",Buena calidad,4115,Contaminada,,,<3,Excelente,,,"128,1",Aceptable,"91,859",Excelente,"91,14",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPYU4893,M3 MANATI,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,"-86,82599","21,22944",2012-2021,,,,,"27,5",Buena calidad,3616,Contaminada,,,<3,Excelente,,,"132,4",Contaminada,"148,95",Contaminada,"78,89",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,OD%M,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
OCPYU4894,M4 MANATI,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,"-86,82917","21,22667",2012-2021,,,,,23,Excelente,"2433,5",Contaminada,,,10,Excelente,,,"120,1",Aceptable,"66,4",Buena calidad,<10,Fuertemente contaminada,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%F,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
OCPYU4895,M5 MANATI,PENINSULA DE YUCATAN,QUINTANA ROO,BENITO JUÁREZ,YUCATÁN (RESTO DE RH 32),LAGUNA MANATI,COSTERO (HUMEDAL),LAGUNA,"-86,83389","21,23500",2012-2021,,,,,"25,5",Buena calidad,2247,Contaminada,,,<3,Excelente,,,"140,4",Contaminada,79,Excelente,"39,85",Aceptable,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,",ND,ND,SI,NO,ND,SI,NO,SI,COSTERO
